term	valence	score	raw-score
rapidly	positive	0.1325	5.53
sagebrush	positive	0.1325	5.53
see	positive	0.1325	5.53
seeing	positive	0.1325	5.53
shaving	positive	0.1325	5.53
shift	positive	0.1325	5.53
speed	positive	0.1325	5.53
squire	positive	0.1325	5.53
steady	positive	0.1325	5.53
stoic	positive	0.1325	5.53
stool	positive	0.1325	5.53
stork	positive	0.1325	5.53
subcontractor	positive	0.1325	5.53
sunburn	positive	0.1325	5.53
teenage	positive	0.1325	5.53
tensile	positive	0.1325	5.53
tidy	positive	0.1325	5.53
transitional	positive	0.1325	5.53
tremendously	positive	0.1325	5.53
trivial	positive	0.1325	5.53
trough	positive	0.1325	5.53
turf	positive	0.1325	5.53
ultimately	positive	0.1325	5.53
unchanged	positive	0.1325	5.53
untrained	positive	0.1325	5.53
vice-presidential	positive	0.1325	5.53
wake	positive	0.1325	5.53
welder	positive	0.1325	5.53
whole	positive	0.1325	5.53
workbench	positive	0.1325	5.53
worthless	positive	0.1325	5.53
absently	positive	0.135	5.54
aside	positive	0.135	5.54
backbreaking	positive	0.135	5.54
ball	positive	0.135	5.54
bedclothes	positive	0.135	5.54
behaviour	positive	0.135	5.54
blueprint	positive	0.135	5.54
bluff	positive	0.135	5.54
buoy	positive	0.135	5.54
capitalist	positive	0.135	5.54
chalky	positive	0.135	5.54
chronometer	positive	0.135	5.54
congregation	positive	0.135	5.54
conqueror	positive	0.135	5.54
disk	positive	0.135	5.54
disquieting	positive	0.135	5.54
document	positive	0.135	5.54
drowned	positive	0.135	5.54
eat	positive	0.135	5.54
erect	positive	0.135	5.54
esthetic	positive	0.135	5.54
excepting	positive	0.135	5.54
external	positive	0.135	5.54
friendly	positive	0.135	5.54
gargle	positive	0.135	5.54
glassy	positive	0.135	5.54
greatcoat	positive	0.135	5.54
half-light	positive	0.135	5.54
handle	positive	0.135	5.54
hard-boiled	positive	0.135	5.54
hay	positive	0.135	5.54
hollow	positive	0.135	5.54
igloo	positive	0.135	5.54
imperative	positive	0.135	5.54
increase	positive	0.135	5.54
inequity	positive	0.135	5.54
isle	positive	0.135	5.54
jumbo	positive	0.135	5.54
juniper	positive	0.135	5.54
lad	positive	0.135	5.54
last	positive	0.135	5.54
lean	positive	0.135	5.54
liken	positive	0.135	5.54
logarithm	positive	0.135	5.54
marmoset	positive	0.135	5.54
mast	positive	0.135	5.54
metalwork	positive	0.135	5.54
milk	positive	0.135	5.54
miscellaneous	positive	0.135	5.54
molecule	positive	0.135	5.54
motherhood	positive	0.135	5.54
mountainous	positive	0.135	5.54
muffler	positive	0.135	5.54
newton	positive	0.135	5.54
night	positive	0.135	5.54
northernmost	positive	0.135	5.54
obscurity	positive	0.135	5.54
oceango	positive	0.135	5.54
oversize	positive	0.135	5.54
participle	positive	0.135	5.54
partridge	positive	0.135	5.54
passion	positive	0.135	5.54
patched	positive	0.135	5.54
pluralism	positive	0.135	5.54
prodigious	positive	0.135	5.54
radio	positive	0.135	5.54
readable	positive	0.135	5.54
relieved	positive	0.135	5.54
reorganize	positive	0.135	5.54
repel	positive	0.135	5.54
revenue	positive	0.135	5.54
roller	positive	0.135	5.54
scrawl	positive	0.135	5.54
stain	positive	0.135	5.54
stupendous	positive	0.135	5.54
subarctic	positive	0.135	5.54
suppose	positive	0.135	5.54
tallness	positive	0.135	5.54
thin	positive	0.135	5.54
unskilled	positive	0.135	5.54
unsold	positive	0.135	5.54
unsupported	positive	0.135	5.54
warbler	positive	0.135	5.54
warming	positive	0.135	5.54
water	positive	0.135	5.54
wilfully	positive	0.135	5.54
wizard	positive	0.135	5.54
activism	positive	0.1375	5.55
admiral	positive	0.1375	5.55
alphabetical	positive	0.1375	5.55
anticipated	positive	0.1375	5.55
belittle	positive	0.1375	5.55
biome	positive	0.1375	5.55
brow	positive	0.1375	5.55
buccaneer	positive	0.1375	5.55
bumpy	positive	0.1375	5.55
bureaucratic	positive	0.1375	5.55
cage	positive	0.1375	5.55
cane	positive	0.1375	5.55
cathode	positive	0.1375	5.55
cinema	positive	0.1375	5.55
clergy	positive	0.1375	5.55
clink	positive	0.1375	5.55
computing	positive	0.1375	5.55
contraption	positive	0.1375	5.55
conventional	positive	0.1375	5.55
converse	positive	0.1375	5.55
cutout	positive	0.1375	5.55
deduct	positive	0.1375	5.55
deft	positive	0.1375	5.55
dimensional	positive	0.1375	5.55
ease	positive	0.1375	5.55
emulate	positive	0.1375	5.55
energetically	positive	0.1375	5.55
etymology	positive	0.1375	5.55
evenly	positive	0.1375	5.55
fabricate	positive	0.1375	5.55
farm	positive	0.1375	5.55
fertility	positive	0.1375	5.55
financing	positive	0.1375	5.55
flicker	positive	0.1375	5.55
flier	positive	0.1375	5.55
focal	positive	0.1375	5.55
framer	positive	0.1375	5.55
freight	positive	0.1375	5.55
gentle	positive	0.1375	5.55
grouch	positive	0.1375	5.55
hallo	positive	0.1375	5.55
hedgerow	positive	0.1375	5.55
heifer	positive	0.1375	5.55
hobble	positive	0.1375	5.55
homeowner	positive	0.1375	5.55
homespun	positive	0.1375	5.55
insert	positive	0.1375	5.55
instead	positive	0.1375	5.55
interconnect	positive	0.1375	5.55
jut	positive	0.1375	5.55
kennel	positive	0.1375	5.55
knead	positive	0.1375	5.55
knoll	positive	0.1375	5.55
lemming	positive	0.1375	5.55
level	positive	0.1375	5.55
loosely	positive	0.1375	5.55
mailbox	positive	0.1375	5.55
moat	positive	0.1375	5.55
multinational	positive	0.1375	5.55
murmur	positive	0.1375	5.55
myriad	positive	0.1375	5.55
near	positive	0.1375	5.55
offset	positive	0.1375	5.55
on-line	positive	0.1375	5.55
optimal	positive	0.1375	5.55
parking	positive	0.1375	5.55
passage	positive	0.1375	5.55
pike	positive	0.1375	5.55
pointless	positive	0.1375	5.55
procurement	positive	0.1375	5.55
quietness	positive	0.1375	5.55
reactive	positive	0.1375	5.55
register	positive	0.1375	5.55
reinforce	positive	0.1375	5.55
rejoice	positive	0.1375	5.55
renewed	positive	0.1375	5.55
retouch	positive	0.1375	5.55
riverbank	positive	0.1375	5.55
salmon	positive	0.1375	5.55
sequoia	positive	0.1375	5.55
shorten	positive	0.1375	5.55
significantly	positive	0.1375	5.55
skyscraper	positive	0.1375	5.55
slope	positive	0.1375	5.55
sour	positive	0.1375	5.55
stable	positive	0.1375	5.55
subatomic	positive	0.1375	5.55
sulfide	positive	0.1375	5.55
tannery	positive	0.1375	5.55
turbulent	positive	0.1375	5.55
typeset	positive	0.1375	5.55
uh	positive	0.1375	5.55
understandably	positive	0.1375	5.55
volt	positive	0.1375	5.55
whenever	positive	0.1375	5.55
who	positive	0.1375	5.55
accordingly	positive	0.14	5.56
adhesion	positive	0.14	5.56
ahead	positive	0.14	5.56
anther	positive	0.14	5.56
appraise	positive	0.14	5.56
beckon	positive	0.14	5.56
brittle	positive	0.14	5.56
bulb	positive	0.14	5.56
bus	positive	0.14	5.56
cape	positive	0.14	5.56
clasp	positive	0.14	5.56
classify	positive	0.14	5.56
clipper	positive	0.14	5.56
coastal	positive	0.14	5.56
consist	positive	0.14	5.56
constant	positive	0.14	5.56
coomb	positive	0.14	5.56
covet	positive	0.14	5.56
credence	positive	0.14	5.56
critic	positive	0.14	5.56
darken	positive	0.14	5.56
delicatessen	positive	0.14	5.56
deserve	positive	0.14	5.56
diagonal	positive	0.14	5.56
difficult	positive	0.14	5.56
double-space	positive	0.14	5.56
drawee	positive	0.14	5.56
dynamics	positive	0.14	5.56
earthen	positive	0.14	5.56
electrically	positive	0.14	5.56
electrode	positive	0.14	5.56
enclosure	positive	0.14	5.56
equation	positive	0.14	5.56
excite	positive	0.14	5.56
expedite	positive	0.14	5.56
farmhouse	positive	0.14	5.56
fishhook	positive	0.14	5.56
friend	positive	0.14	5.56
funny	positive	0.14	5.56
girlhood	positive	0.14	5.56
glove	positive	0.14	5.56
haematite	positive	0.14	5.56
hall	positive	0.14	5.56
hang	positive	0.14	5.56
haze	positive	0.14	5.56
herald	positive	0.14	5.56
humanity	positive	0.14	5.56
hundredth	positive	0.14	5.56
impel	positive	0.14	5.56
inaugurate	positive	0.14	5.56
inept	positive	0.14	5.56
insatiable	positive	0.14	5.56
interracial	positive	0.14	5.56
intransitive	positive	0.14	5.56
jacket	positive	0.14	5.56
jean	positive	0.14	5.56
kibbutz	positive	0.14	5.56
lap	positive	0.14	5.56
leafy	positive	0.14	5.56
lower	positive	0.14	5.56
mechanical	positive	0.14	5.56
mentality	positive	0.14	5.56
microfilm	positive	0.14	5.56
mistrust	positive	0.14	5.56
moonlight	positive	0.14	5.56
moose	positive	0.14	5.56
naturalist	positive	0.14	5.56
navigational	positive	0.14	5.56
neolithic	positive	0.14	5.56
pack	positive	0.14	5.56
pessimist	positive	0.14	5.56
plimsoll	positive	0.14	5.56
probability	positive	0.14	5.56
pucker	positive	0.14	5.56
rectangle	positive	0.14	5.56
rectifier	positive	0.14	5.56
ref	positive	0.14	5.56
reformatory	positive	0.14	5.56
reminiscence	positive	0.14	5.56
rep	positive	0.14	5.56
revolutionist	positive	0.14	5.56
seaman	positive	0.14	5.56
shellfish	positive	0.14	5.56
skyline	positive	0.14	5.56
sledge	positive	0.14	5.56
snore	positive	0.14	5.56
sombre	positive	0.14	5.56
speechless	positive	0.14	5.56
spire	positive	0.14	5.56
sportsman	positive	0.14	5.56
stale	positive	0.14	5.56
stiffly	positive	0.14	5.56
stylus	positive	0.14	5.56
surprisingly	positive	0.14	5.56
taking	positive	0.14	5.56
tracking	positive	0.14	5.56
undemocratic	positive	0.14	5.56
unfamiliar	positive	0.14	5.56
vat	positive	0.14	5.56
vertical	positive	0.14	5.56
whisper	positive	0.14	5.56
wide-open	positive	0.14	5.56
wildcat	positive	0.14	5.56
yore	positive	0.14	5.56
actually	positive	0.1425	5.57
alabaster	positive	0.1425	5.57
alphabet	positive	0.1425	5.57
antecedent	positive	0.1425	5.57
balloon	positive	0.1425	5.57
before	positive	0.1425	5.57
bushy	positive	0.1425	5.57
cabinetmaker	positive	0.1425	5.57
canyon	positive	0.1425	5.57
cash	positive	0.1425	5.57
chapel	positive	0.1425	5.57
charger	positive	0.1425	5.57
checking	positive	0.1425	5.57
chime	positive	0.1425	5.57
clarity	positive	0.1425	5.57
cliff	positive	0.1425	5.57
cult	positive	0.1425	5.57
debate	positive	0.1425	5.57
decentralization	positive	0.1425	5.57
definitive	positive	0.1425	5.57
distasteful	positive	0.1425	5.57
earnest	positive	0.1425	5.57
egret	positive	0.1425	5.57
everlasting	positive	0.1425	5.57
farmhand	positive	0.1425	5.57
floppy	positive	0.1425	5.57
fluorine	positive	0.1425	5.57
footnote	positive	0.1425	5.57
fork	positive	0.1425	5.57
frisky	positive	0.1425	5.57
fudge	positive	0.1425	5.57
hatchery	positive	0.1425	5.57
high-quality	positive	0.1425	5.57
hurried	positive	0.1425	5.57
hydroelectric	positive	0.1425	5.57
increased	positive	0.1425	5.57
instill	positive	0.1425	5.57
intern	positive	0.1425	5.57
jus	positive	0.1425	5.57
knockout	positive	0.1425	5.57
landholding	positive	0.1425	5.57
license	positive	0.1425	5.57
lithography	positive	0.1425	5.57
long	positive	0.1425	5.57
mission	positive	0.1425	5.57
mog	positive	0.1425	5.57
mouthpiece	positive	0.1425	5.57
mudlark	positive	0.1425	5.57
newsworthy	positive	0.1425	5.57
nibble	positive	0.1425	5.57
nominate	positive	0.1425	5.57
over	positive	0.1425	5.57
overpower	positive	0.1425	5.57
owner	positive	0.1425	5.57
park	positive	0.1425	5.57
party	positive	0.1425	5.57
passenger	positive	0.1425	5.57
path	positive	0.1425	5.57
peculiar	positive	0.1425	5.57
penetration	positive	0.1425	5.57
perception	positive	0.1425	5.57
phase	positive	0.1425	5.57
picker	positive	0.1425	5.57
pinnace	positive	0.1425	5.57
preschool	positive	0.1425	5.57
pretty	positive	0.1425	5.57
propose	positive	0.1425	5.57
purse	positive	0.1425	5.57
rayon	positive	0.1425	5.57
reflector	positive	0.1425	5.57
resistivity	positive	0.1425	5.57
resistor	positive	0.1425	5.57
revert	positive	0.1425	5.57
seaworthy	positive	0.1425	5.57
shape	positive	0.1425	5.57
sideboard	positive	0.1425	5.57
simplistic	positive	0.1425	5.57
sitter	positive	0.1425	5.57
slightly	positive	0.1425	5.57
slush	positive	0.1425	5.57
sputnik	positive	0.1425	5.57
stiff	positive	0.1425	5.57
stove	positive	0.1425	5.57
strengthen	positive	0.1425	5.57
subsidiary	positive	0.1425	5.57
tent	positive	0.1425	5.57
tentatively	positive	0.1425	5.57
terrier	positive	0.1425	5.57
toboggan	positive	0.1425	5.57
transcribe	positive	0.1425	5.57
tray	positive	0.1425	5.57
treasury	positive	0.1425	5.57
unbelievable	positive	0.1425	5.57
undesired	positive	0.1425	5.57
vision	positive	0.1425	5.57
webbed	positive	0.1425	5.57
well-fed	positive	0.1425	5.57
willingly	positive	0.1425	5.57
willow	positive	0.1425	5.57
windblown	positive	0.1425	5.57
wistful	positive	0.1425	5.57
wow	positive	0.1425	5.57
wuthering	positive	0.1425	5.57
yam	positive	0.1425	5.57
abstain	positive	0.145	5.58
affluence	positive	0.145	5.58
aggregate	positive	0.145	5.58
apelike	positive	0.145	5.58
appraiser	positive	0.145	5.58
astute	positive	0.145	5.58
beef	positive	0.145	5.58
besides	positive	0.145	5.58
bhang	positive	0.145	5.58
bin	positive	0.145	5.58
britches	positive	0.145	5.58
bumble	positive	0.145	5.58
candidacy	positive	0.145	5.58
champagne	positive	0.145	5.58
cleavage	positive	0.145	5.58
collective	positive	0.145	5.58
columnist	positive	0.145	5.58
computation	positive	0.145	5.58
conceivable	positive	0.145	5.58
consolidation	positive	0.145	5.58
corner	positive	0.145	5.58
criticism	positive	0.145	5.58
diving	positive	0.145	5.58
divisive	positive	0.145	5.58
eighty-six	positive	0.145	5.58
electrical	positive	0.145	5.58
electroscope	positive	0.145	5.58
element	positive	0.145	5.58
expand	positive	0.145	5.58
exponent	positive	0.145	5.58
fatten	positive	0.145	5.58
financial	positive	0.145	5.58
flamingo	positive	0.145	5.58
foot-pound	positive	0.145	5.58
foremast	positive	0.145	5.58
forty	positive	0.145	5.58
freak	positive	0.145	5.58
front	positive	0.145	5.58
gesture	positive	0.145	5.58
geyser	positive	0.145	5.58
halo	positive	0.145	5.58
haphazard	positive	0.145	5.58
happy	positive	0.145	5.58
impenetrable	positive	0.145	5.58
induction	positive	0.145	5.58
infinite	positive	0.145	5.58
initiate	positive	0.145	5.58
interdependence	positive	0.145	5.58
intermingle	positive	0.145	5.58
lattice	positive	0.145	5.58
legislator	positive	0.145	5.58
lighthouse	positive	0.145	5.58
narrowing	positive	0.145	5.58
navigable	positive	0.145	5.58
nod	positive	0.145	5.58
nonverbal	positive	0.145	5.58
pace	positive	0.145	5.58
pare	positive	0.145	5.58
partake	positive	0.145	5.58
patiently	positive	0.145	5.58
privileged	positive	0.145	5.58
quantitatively	positive	0.145	5.58
reb	positive	0.145	5.58
redwood	positive	0.145	5.58
repay	positive	0.145	5.58
rolled	positive	0.145	5.58
saint	positive	0.145	5.58
salute	positive	0.145	5.58
saucepan	positive	0.145	5.58
scrambled	positive	0.145	5.58
scruple	positive	0.145	5.58
second-order	positive	0.145	5.58
ship	positive	0.145	5.58
snort	positive	0.145	5.58
southeastern	positive	0.145	5.58
spectacle	positive	0.145	5.58
sprawling	positive	0.145	5.58
straw	positive	0.145	5.58
swill	positive	0.145	5.58
table	positive	0.145	5.58
tangent	positive	0.145	5.58
terminal	positive	0.145	5.58
thinness	positive	0.145	5.58
timeless	positive	0.145	5.58
tombstone	positive	0.145	5.58
tumbleweed	positive	0.145	5.58
turntable	positive	0.145	5.58
two	positive	0.145	5.58
ultraviolet	positive	0.145	5.58
underprivileged	positive	0.145	5.58
undersized	positive	0.145	5.58
unsatisfactory	positive	0.145	5.58
verb	positive	0.145	5.58
watchful	positive	0.145	5.58
wilderness	positive	0.145	5.58
windowsill	positive	0.145	5.58
woodshed	positive	0.145	5.58
zoo	positive	0.145	5.58
accrued	positive	0.1475	5.59
airliner	positive	0.1475	5.59
airport	positive	0.1475	5.59
anchor	positive	0.1475	5.59
assistant	positive	0.1475	5.59
balancing	positive	0.1475	5.59
buckle	positive	0.1475	5.59
bunny	positive	0.1475	5.59
burr	positive	0.1475	5.59
centralization	positive	0.1475	5.59
clack	positive	0.1475	5.59
cleat	positive	0.1475	5.59
clincher	positive	0.1475	5.59
colonialism	positive	0.1475	5.59
conspicuously	positive	0.1475	5.59
continuing	positive	0.1475	5.59
cool	positive	0.1475	5.59
copy	positive	0.1475	5.59
correctness	positive	0.1475	5.59
courtyard	positive	0.1475	5.59
culmination	positive	0.1475	5.59
deaf	positive	0.1475	5.59
enter	positive	0.1475	5.59
examiner	positive	0.1475	5.59
exclamation	positive	0.1475	5.59
gametophyte	positive	0.1475	5.59
gelatin	positive	0.1475	5.59
gently	positive	0.1475	5.59
gurgle	positive	0.1475	5.59
heaviness	positive	0.1475	5.59
hiker	positive	0.1475	5.59
homage	positive	0.1475	5.59
inertia	positive	0.1475	5.59
itemize	positive	0.1475	5.59
join	positive	0.1475	5.59
lightweight	positive	0.1475	5.59
loudness	positive	0.1475	5.59
mat_e	positive	0.1475	5.59
midnight	positive	0.1475	5.59
midpoint	positive	0.1475	5.59
minicomputer	positive	0.1475	5.59
moderation	positive	0.1475	5.59
molecular	positive	0.1475	5.59
motion	positive	0.1475	5.59
next-door	positive	0.1475	5.59
oar	positive	0.1475	5.59
observational	positive	0.1475	5.59
opener	positive	0.1475	5.59
parent-child	positive	0.1475	5.59
pasture	positive	0.1475	5.59
pension	positive	0.1475	5.59
plausible	positive	0.1475	5.59
poise	positive	0.1475	5.59
populous	positive	0.1475	5.59
prosaic	positive	0.1475	5.59
qat	positive	0.1475	5.59
qualitative	positive	0.1475	5.59
quicksilver	positive	0.1475	5.59
quite	positive	0.1475	5.59
rag	positive	0.1475	5.59
researcher	positive	0.1475	5.59
reshape	positive	0.1475	5.59
resonant	positive	0.1475	5.59
room	positive	0.1475	5.59
sandbar	positive	0.1475	5.59
sap	positive	0.1475	5.59
saviour	positive	0.1475	5.59
selenium	positive	0.1475	5.59
sheepskin	positive	0.1475	5.59
size	positive	0.1475	5.59
skinny	positive	0.1475	5.59
snicker	positive	0.1475	5.59
southernmost	positive	0.1475	5.59
sprinkle	positive	0.1475	5.59
sterling	positive	0.1475	5.59
stroller	positive	0.1475	5.59
tablespoon	positive	0.1475	5.59
thermodynamics	positive	0.1475	5.59
three-quarter	positive	0.1475	5.59
tide	positive	0.1475	5.59
tin	positive	0.1475	5.59
tripod	positive	0.1475	5.59
two-dimensional	positive	0.1475	5.59
urchin	positive	0.1475	5.59
urn	positive	0.1475	5.59
vast	positive	0.1475	5.59
widening	positive	0.1475	5.59
wrought	positive	0.1475	5.59
acetate	positive	0.15	5.6
alphabetize	positive	0.15	5.6
anchorage	positive	0.15	5.6
apparatus	positive	0.15	5.6
arctic	positive	0.15	5.6
attach	positive	0.15	5.6
banker	positive	0.15	5.6
bargaining	positive	0.15	5.6
bash	positive	0.15	5.6
basin	positive	0.15	5.6
beagle	positive	0.15	5.6
befriend	positive	0.15	5.6
bench	positive	0.15	5.6
broad-brim	positive	0.15	5.6
capitalization	positive	0.15	5.6
caregiver	positive	0.15	5.6
cauldron	positive	0.15	5.6
century-old	positive	0.15	5.6
chandelier	positive	0.15	5.6
coachman	positive	0.15	5.6
coherence	positive	0.15	5.6
cross-reference	positive	0.15	5.6
cypress	positive	0.15	5.6
daredevil	positive	0.15	5.6
deathless	positive	0.15	5.6
deerskin	positive	0.15	5.6
dictation	positive	0.15	5.6
dishwasher	positive	0.15	5.6
dissemination	positive	0.15	5.6
ego	positive	0.15	5.6
endorsement	positive	0.15	5.6
ever	positive	0.15	5.6
evolutionary	positive	0.15	5.6
exclude	positive	0.15	5.6
exercise	positive	0.15	5.6
good-bye	positive	0.15	5.6
heater	positive	0.15	5.6
honk	positive	0.15	5.6
horizontal	positive	0.15	5.6
husbandry	positive	0.15	5.6
incubate	positive	0.15	5.6
inelastic	positive	0.15	5.6
input	positive	0.15	5.6
intercity	positive	0.15	5.6
isthmus	positive	0.15	5.6
kilometre	positive	0.15	5.6
kingdom	positive	0.15	5.6
land	positive	0.15	5.6
leaden	positive	0.15	5.6
leisurely	positive	0.15	5.6
liking	positive	0.15	5.6
longhouse	positive	0.15	5.6
lumberjack	positive	0.15	5.6
marsh	positive	0.15	5.6
mat	positive	0.15	5.6
materialism	positive	0.15	5.6
mitten	positive	0.15	5.6
motorcar	positive	0.15	5.6
negligible	positive	0.15	5.6
news	positive	0.15	5.6
nocturnal	positive	0.15	5.6
nook	positive	0.15	5.6
northward	positive	0.15	5.6
office	positive	0.15	5.6
padre	positive	0.15	5.6
pegboard	positive	0.15	5.6
perhaps	positive	0.15	5.6
photographic	positive	0.15	5.6
plural	positive	0.15	5.6
poke	positive	0.15	5.6
prior	positive	0.15	5.6
prudence	positive	0.15	5.6
puzzling	positive	0.15	5.6
queue	positive	0.15	5.6
receivable	positive	0.15	5.6
redemption	positive	0.15	5.6
restatement	positive	0.15	5.6
risky	positive	0.15	5.6
root	positive	0.15	5.6
ruling	positive	0.15	5.6
rump	positive	0.15	5.6
samurai	positive	0.15	5.6
separated	positive	0.15	5.6
sneaker	positive	0.15	5.6
sociologist	positive	0.15	5.6
son-in-law	positive	0.15	5.6
spacing	positive	0.15	5.6
stipulate	positive	0.15	5.6
superstition	positive	0.15	5.6
supplement	positive	0.15	5.6
taint	positive	0.15	5.6
tarpaulin	positive	0.15	5.6
thitherward	positive	0.15	5.6
tie	positive	0.15	5.6
trapper	positive	0.15	5.6
treeless	positive	0.15	5.6
under	positive	0.15	5.6
unexposed	positive	0.15	5.6
vie	positive	0.15	5.6
wan	positive	0.15	5.6
wavy	positive	0.15	5.6
wholly	positive	0.15	5.6
wish	positive	0.15	5.6
abort	positive	0.1525	5.61
alp	positive	0.1525	5.61
aperture	positive	0.1525	5.61
appropriateness	positive	0.1525	5.61
arched	positive	0.1525	5.61
barber	positive	0.1525	5.61
batter	positive	0.1525	5.61
bidding	positive	0.1525	5.61
binoculars	positive	0.1525	5.61
blackbird	positive	0.1525	5.61
brass	positive	0.1525	5.61
buggy	positive	0.1525	5.61
calculation	positive	0.1525	5.61
caput	positive	0.1525	5.61
circumstance	positive	0.1525	5.61
compensative	positive	0.1525	5.61
contender	positive	0.1525	5.61
contracting	positive	0.1525	5.61
convent	positive	0.1525	5.61
cornmeal	positive	0.1525	5.61
cottage	positive	0.1525	5.61
council	positive	0.1525	5.61
cove	positive	0.1525	5.61
cow	positive	0.1525	5.61
cross-section	positive	0.1525	5.61
digit	positive	0.1525	5.61
economy	positive	0.1525	5.61
end	positive	0.1525	5.61
federalism	positive	0.1525	5.61
feeder	positive	0.1525	5.61
flock	positive	0.1525	5.61
folly	positive	0.1525	5.61
forestry	positive	0.1525	5.61
freshly	positive	0.1525	5.61
from	positive	0.1525	5.61
gladness	positive	0.1525	5.61
grandpa	positive	0.1525	5.61
habitually	positive	0.1525	5.61
haircut	positive	0.1525	5.61
incite	positive	0.1525	5.61
inn	positive	0.1525	5.61
interpersonal	positive	0.1525	5.61
keyboard	positive	0.1525	5.61
listlessly	positive	0.1525	5.61
lump	positive	0.1525	5.61
mamma	positive	0.1525	5.61
maximum	positive	0.1525	5.61
metal	positive	0.1525	5.61
meteorite	positive	0.1525	5.61
middle-aged	positive	0.1525	5.61
mind	positive	0.1525	5.61
monetarist	positive	0.1525	5.61
monument	positive	0.1525	5.61
old-time	positive	0.1525	5.61
ounce	positive	0.1525	5.61
per	positive	0.1525	5.61
playfully	positive	0.1525	5.61
profitability	positive	0.1525	5.61
progesterone	positive	0.1525	5.61
progressive	positive	0.1525	5.61
pullover	positive	0.1525	5.61
puritanism	positive	0.1525	5.61
reminiscent	positive	0.1525	5.61
restrict	positive	0.1525	5.61
row	positive	0.1525	5.61
sacrifice	positive	0.1525	5.61
salivation	positive	0.1525	5.61
shaggy	positive	0.1525	5.61
small-town	positive	0.1525	5.61
snip	positive	0.1525	5.61
softening	positive	0.1525	5.61
sow	positive	0.1525	5.61
station	positive	0.1525	5.61
substantiate	positive	0.1525	5.61
suitably	positive	0.1525	5.61
tailored	positive	0.1525	5.61
telephone	positive	0.1525	5.61
textured	positive	0.1525	5.61
theologian	positive	0.1525	5.61
topography	positive	0.1525	5.61
understandable	positive	0.1525	5.61
uniformly	positive	0.1525	5.61
unlikely	positive	0.1525	5.61
vanity	positive	0.1525	5.61
vest	positive	0.1525	5.61
veterinary	positive	0.1525	5.61
vibrations	positive	0.1525	5.61
wiggly	positive	0.1525	5.61
workability	positive	0.1525	5.61
yellowish	positive	0.1525	5.61
zap	positive	0.1525	5.61
amniocentesis	positive	0.155	5.62
arrival	positive	0.155	5.62
ask	positive	0.155	5.62
automatic	positive	0.155	5.62
ballpoint	positive	0.155	5.62
beard	positive	0.155	5.62
boulevard	positive	0.155	5.62
broadcast	positive	0.155	5.62
canter	positive	0.155	5.62
canvas	positive	0.155	5.62
cheek	positive	0.155	5.62
childless	positive	0.155	5.62
chromium	positive	0.155	5.62
convincing	positive	0.155	5.62
currency	positive	0.155	5.62
debt	positive	0.155	5.62
democratic	positive	0.155	5.62
detach	positive	0.155	5.62
diatomic	positive	0.155	5.62
doorstep	positive	0.155	5.62
dopey	positive	0.155	5.62
duty	positive	0.155	5.62
election	positive	0.155	5.62
electoral	positive	0.155	5.62
entire	positive	0.155	5.62
galena	positive	0.155	5.62
gel	positive	0.155	5.62
glide	positive	0.155	5.62
grandfather	positive	0.155	5.62
greenhouse	positive	0.155	5.62
harbour	positive	0.155	5.62
her	positive	0.155	5.62
holder	positive	0.155	5.62
homeward	positive	0.155	5.62
hush	positive	0.155	5.62
hypothesis	positive	0.155	5.62
ideology	positive	0.155	5.62
infinitive	positive	0.155	5.62
layout	positive	0.155	5.62
lectern	positive	0.155	5.62
locker	positive	0.155	5.62
manipulation	positive	0.155	5.62
margarine	positive	0.155	5.62
middle-size	positive	0.155	5.62
migrate	positive	0.155	5.62
mile	positive	0.155	5.62
misinterpret	positive	0.155	5.62
mixer	positive	0.155	5.62
moo	positive	0.155	5.62
moralist	positive	0.155	5.62
multiplication	positive	0.155	5.62
nearby	positive	0.155	5.62
net	positive	0.155	5.62
oat	positive	0.155	5.62
omen	positive	0.155	5.62
operation	positive	0.155	5.62
overdue	positive	0.155	5.62
parable	positive	0.155	5.62
peal	positive	0.155	5.62
perfectly	positive	0.155	5.62
persevere	positive	0.155	5.62
pertain	positive	0.155	5.62
piecemeal	positive	0.155	5.62
pleasantly	positive	0.155	5.62
pocket	positive	0.155	5.62
poof	positive	0.155	5.62
popularly	positive	0.155	5.62
post-war	positive	0.155	5.62
preferably	positive	0.155	5.62
prominently	positive	0.155	5.62
proxy	positive	0.155	5.62
reach	positive	0.155	5.62
refute	positive	0.155	5.62
reliably	positive	0.155	5.62
repulsion	positive	0.155	5.62
revised	positive	0.155	5.62
ruddy	positive	0.155	5.62
satchel	positive	0.155	5.62
schooner	positive	0.155	5.62
shanty	positive	0.155	5.62
shrub	positive	0.155	5.62
simplification	positive	0.155	5.62
sleepy	positive	0.155	5.62
sometime	positive	0.155	5.62
spiky	positive	0.155	5.62
spiny	positive	0.155	5.62
sprinkling	positive	0.155	5.62
squander	positive	0.155	5.62
stalwart	positive	0.155	5.62
starter	positive	0.155	5.62
static	positive	0.155	5.62
steamboat	positive	0.155	5.62
subsidize	positive	0.155	5.62
superhuman	positive	0.155	5.62
surround	positive	0.155	5.62
town	positive	0.155	5.62
tribulation	positive	0.155	5.62
trout	positive	0.155	5.62
truth	positive	0.155	5.62
turnstile	positive	0.155	5.62
two-party	positive	0.155	5.62
typeface	positive	0.155	5.62
unwritten	positive	0.155	5.62
